epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,282.478,1.9676,1.97465,1.72408,0.78523,0.33148,0.37046,0.23135,1.9478,2.56899,1.6424,0.00113757,0.00113757,0.00113757
105,285.086,1.8775,1.66709,1.64023,0.85217,0.28485,0.40988,0.21593,2.07721,2.28524,1.6097,0.00113474,0.00113474,0.00113474
106,287.626,1.94339,1.88608,1.65378,0.35996,0.48006,0.39665,0.20434,2.09857,2.08039,1.59022,0.00113191,0.00113191,0.00113191
107,290.091,1.82247,1.71531,1.57258,0.35996,0.48006,0.39665,0.20434,2.09857,2.08039,1.59022,0.00112908,0.00112908,0.00112908
108,292.721,1.83756,1.76257,1.59624,0.91115,0.25071,0.38421,0.23463,1.84388,1.98526,1.51079,0.00112625,0.00112625,0.00112625
109,295.675,1.91132,1.76475,1.55761,0.32706,0.34842,0.33722,0.20567,1.84994,2.30664,1.50169,0.00112342,0.00112342,0.00112342
110,298.729,2.00673,2.03999,1.78139,0.32706,0.34842,0.33722,0.20567,1.84994,2.30664,1.50169,0.00112059,0.00112059,0.00112059
111,301.719,1.90734,1.7046,1.61864,0.83134,0.32479,0.36948,0.20293,1.87545,2.27876,1.47363,0.00111776,0.00111776,0.00111776
112,304.788,1.99411,2.01244,1.62873,0.92368,0.31691,0.44053,0.25692,1.83668,2.3397,1.45066,0.00111493,0.00111493,0.00111493
113,307.833,1.91624,1.76315,1.59524,0.92368,0.31691,0.44053,0.25692,1.83668,2.3397,1.45066,0.0011121,0.0011121,0.0011121
114,310.898,1.78413,1.81462,1.52439,0.41845,0.48006,0.39206,0.2044,2.08524,3.06568,1.55312,0.00110928,0.00110928,0.00110928
115,314.054,1.86614,1.81559,1.5154,0.61621,0.43879,0.3702,0.19456,1.97903,2.44051,1.51624,0.00110645,0.00110645,0.00110645
116,317.027,1.94501,1.65842,1.51686,0.35939,0.3449,0.26485,0.11451,2.02471,2.76315,1.52955,0.00110362,0.00110362,0.00110362
